id_registro_a,id_registro_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,jornada_a,jornada_b,plan_a,plan_b,score,decision
5172,5191,05-01-0374-46,05-01-0425-46,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ""","INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ"".",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.5,
10636,10639,18-01-2823-46,18-01-2830-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP",DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,99.4,
4107,4108,02-03-0002-46,02-03-0003-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""",VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.4,
4108,4116,02-03-0003-46,02-03-0055-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.4,
4108,4109,02-03-0003-46,02-03-0004-46,"COLEGIO ""CENTRO DE FORMACION PROFESIONAL PREUNIVERSITARIA DEL CICLO DIVERSIFICADO""","COLEGIO ""CENTRO DE FORMACION PROFESIONAL PRE-UNIVERSITARIA DEL CICLO DIVERSIFICADO""",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.4,
10589,10639,18-01-0420-46,18-01-2830-46,COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION CEIF COMP,"COLEGIO EDUCATIVO PRIVADO MIXTO DE FORMACION INTEGRAL EN COMPUTACION, CEIF COMP",SIN JORNADA,DOBLE,SEMIPRESENCIAL (FIN DE SEMANA),FIN DE SEMANA,99.4,
10174,10180,17-05-0284-46,17-05-0299-46,"COLEGIO DE EDUCACION INTEGRAL CON ORIENTACION UNIVERSITARIA ""EL PODER DEL SABER""","COLEGIO DE EDUCACION INTEGRAL CON ORIENTACION UNIVERSITARIA, ""EL PODER DEL SABER""",DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,99.4,
4375,4404,03-02-0023-46,03-02-1232-46,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO A COLEGIO MIXTO LICEO LATINO,DOBLE,MATUTINA,FIN DE SEMANA,SABATINO,99.3,
2439,2441,01-08-0009-46,01-08-0013-46,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.3,
2440,2441,01-08-0010-46,01-08-0013-46,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,NOCTURNA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.3,
10150,10209,17-05-0210-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.3,
10149,10209,17-05-0209-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),99.3,
10341,10359,17-10-0262-46,17-10-0361-46,"INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF. JOSE OTILIO FLORES CARBAJAL""","INSTITUTO PRIVADO MIXTO VESPERTINO ""PROF. JOSE OTILIO FLORES CARBAJAL",DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.3,
5446,5452,05-04-0036-46,05-04-0050-46,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),99.3,
10148,10209,17-05-0208-46,17-05-3351-46,"COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES, CON ORIENTACION EN COMPUTACION",COLEGIO DE CIENCIAS COMERCIALES LAS CRUCES CON ORIENTACION EN COMPUTACION,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.3,
4375,4405,03-02-0023-46,03-02-1233-46,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO AL COLEGIO MIXTO LICEO LATINO,COLEGIO MIXTO LICEO CLASICO KENNEDY ANEXO A COLEGIO MIXTO LICEO LATINO,DOBLE,MATUTINA,FIN DE SEMANA,SABATINO,99.3,
2441,2766,01-08-0013-46,01-08-1714-46,INSTIITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,INSTITUTO EDUCATIVO ASISTENCIAL EMILIANI Y HOGAR DE HUERFANOS SANTA TERESA,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.3,
5474,5480,05-05-0054-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.2,
5473,5480,05-05-0051-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.2,
5472,5480,05-05-0048-46,05-05-0075-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.2,
5480,5481,05-05-0075-46,05-05-0077-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.2,
5480,5482,05-05-0075-46,05-05-0079-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,SIN JORNADA,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.2,
8386,8387,12-29-0054-46,12-29-0055-46,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.2,
8385,8386,12-29-0052-46,12-29-0054-46,COLEGIO EVANGELICO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,COLEGIO EVANGELCO TECNOLOGICO PRIVADO MIXTO BERSHEBA BLESS GOD,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.2,
4782,4799,04-01-0635-46,04-01-2552-46,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POP WUJ,CENTRO EDUCATIVO CON ORIENTACION VOCACIONAL Y OCUPACIONAL POPO WUJ,DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.2,
8926,8935,13-26-0206-46,13-26-0236-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA - AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),99.2,
6437,6452,09-01-0443-46,09-01-0478-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX QUETZALTENANGO,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- QUETZALTENANGO,DOBLE,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),99.1,
4950,4956,04-06-0340-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),99.1,
11596,11603,22-01-1611-46,22-01-2196-46,"INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO, INTECPADI",INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.1,
11597,11603,22-01-1613-46,22-01-2196-46,"INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO, INTECPADI",INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),99.1,
4954,4956,04-06-2678-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.1,
4951,4956,04-06-0636-46,04-06-3054-46,INSTITUTO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,INSTITUO PARTICULAR MIXTO TECPANECO DE EDUCACION MEDIA,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.1,
3453,3495,01-15-0282-46,01-15-0475-46,"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)",CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),99.0,
10348,10357,17-10-0338-46,17-10-0357-46,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI-,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI,VESPERTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.0,
3666,3675,01-15-2406-46,01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO',NOCTURNA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
11023,11028,19-07-0004-46,19-07-0028-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
10977,10987,19-04-0029-46,19-04-0081-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
689,690,00-01-8337-46,00-01-8338-46,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,99.0,
11031,11034,19-08-0003-46,19-08-0015-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
11031,11033,19-08-0003-46,19-08-0014-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
10977,10985,19-04-0029-46,19-04-0076-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
10977,10986,19-04-0029-46,19-04-0077-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
3430,3453,01-15-0218-46,01-15-0282-46,CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)",MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.0,
10345,10357,17-10-0274-46,17-10-0357-46,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI-,CENTRO EDUCATIVO PRIVADO MIXTO VISION INTEGRAL -CEVI,DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),99.0,
11705,11707,22-07-0033-46,22-07-0036-46,COLEGIO PRIVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,COLEGIO PRINVADO INNOVADOR TECNOLÓGICO GUATEMALTECO,VESPERTINA,VESPERTINA,VIRTUAL A DISTANCIA,VIRTUAL A DISTANCIA,99.0,
198,689,00-01-0447-46,00-01-8337-46,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,99.0,
9853,9863,16-12-0113-46,16-12-0222-46,CENTRO DE ESTUDIOS PREUNIVERSITARIOS CAHABON -CEPREC-,CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABON -CEPREC-,VESPERTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),99.0,
3665,3675,01-15-2404-46,01-15-2791-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO DE FORMACION INTELECTUAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO DE FORMACION INTELECTUAL GUATEMALTECO',INTERMEDIA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
3429,3453,01-15-0217-46,01-15-0282-46,CENTRO EDUCATIVO IMB-PC EN LINEA (IMB-PC ONLINE),"CENTRO EDUCATIVO IMB-PC EN LINEA, (IMB-PC ONLINE)",DOBLE,DOBLE,A DISTANCIA,FIN DE SEMANA,99.0,
10977,10984,19-04-0029-46,19-04-0075-46,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA, INED",INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,VESPERTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),99.0,
11455,11461,21-07-0081-46,21-07-0098-46,"INSTITUTO TÉCNICO INDUSTRIAL ""ALBERT EINSTEIN""","INSTITUTO TÉCNICO INSDUSTRIAL ""ALBERT EINSTEIN""",VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.9,
1736,1737,00-12-9004-46,00-12-9006-46,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.9,
1735,1736,00-12-9003-46,00-12-9004-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.9,
4263,4339,03-01-0152-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),98.9,
1264,1282,00-07-0195-46,00-07-0233-46,LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2000,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",DOBLE,SIN JORNADA,FIN DE SEMANA,SEMIPRESENCIAL (FIN DE SEMANA),98.9,
5206,5230,05-01-0457-46,05-01-0840-46,"INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""SALOMÓN ALVAREZ ANDRADE""","INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""SALOMON ALVAREZ ANDRADE""",NOCTURNA,NOCTURNA,DIARIO(REGULAR),DIARIO(REGULAR),98.9,
4262,4339,03-01-0151-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,DOBLE,DOBLE,FIN DE SEMANA,DIARIO(REGULAR),98.9,
3416,3513,01-15-0176-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),98.9,
3412,3513,01-15-0169-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.9,
7188,7196,10-10-0094-46,10-10-2337-46,INSTITIUTO PRIVADO MIXTO POR MADUREZ EL SABER,INSTITUTO PRIVADO MIXTO POR MADUREZ EL SABER,SIN JORNADA,DOBLE,SEMIPRESENCIAL (UN DÍA A LA SEMANA),FIN DE SEMANA,98.9,
9162,9164,14-13-0125-46,14-13-0127-46,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -CEEX-,CENTRO OFICIAL DE EDUCACIÓN EXTRAESCOLAR -COEEX-,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.9,
9994,10019,17-01-0130-46,17-01-1119-46,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO.,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.9,
1735,1738,00-12-9003-46,00-12-9007-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.9,
1356,1371,00-07-7645-46,00-07-8335-46,"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000",LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,VESPERTINA,VESPERTINA,DIARIO(REGULAR),FIN DE SEMANA,98.9,
1358,1371,00-07-7649-46,00-07-8335-46,"LICEO MIXTO TECNICO EN COMPUTACION SENDA 2,000",LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,MATUTINA,VESPERTINA,DIARIO(REGULAR),FIN DE SEMANA,98.9,
3512,3513,01-15-0521-46,01-15-0522-46,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.9,
3513,3596,01-15-0522-46,01-15-0728-46,CDOLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,COLEGIO CRISTIANO BILINGUE GENERACION DE JOSUE,MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.9,
5499,5560,05-06-0036-46,05-06-1905-46,LICEO TECNOLOGICO MODERNO DE TIQUISATE LITEMOTI,"LICEO TECNOLOGICO MODERNO DE TIQUISATE, LITEMOTI",DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.9,
4241,4339,03-01-0090-46,03-01-1127-46,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,COLEGIO MIXTO PREUNIVERSITARIO GALILEO GALILEI,VESPERTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.9,
1737,1738,00-12-9006-46,00-12-9007-46,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,DOBLE,DOBLE,FIN DE SEMANA,FIN DE SEMANA,98.9,
1004,1008,00-03-0364-46,00-03-0368-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO PROFESIONAL DE COMPUTACION',INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO PROFESIONAL DE COMPUTACION,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.8,
11783,11784,22-12-1946-46,22-12-1947-46,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II,VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.8,
11783,11785,22-12-1946-46,22-12-2084-46,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO I,COLEGIO PARTICULAR MIXTO SAN JOSE OBRERO II,VESPERTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.8,
46,58,00-01-0217-46,00-01-0230-46,INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA 'BILINGUE GUATEMALTECO',INSTITUTO PRIVADO PARA SEÑORITAS DE EDUCACION DIVERSIFICADA BILINGUE GUATEMALTECO,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.8,
10780,10822,18-04-0377-46,18-04-0483-46,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""","INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",VESPERTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (FIN DE SEMANA),98.8,
10707,10717,18-03-0234-46,18-03-2454-46,INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGÜE (Q EQCHI),INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE (Q EQCHI),DOBLE,VESPERTINA,FIN DE SEMANA,DIARIO(REGULAR),98.8,
4675,4751,04-01-0112-46,04-01-0337-46,CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),MATUTINA,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),98.8,
3,87,00-01-0162-46,00-01-0264-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCACIONAL GUATEMALTECO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCACIONAL GUATEMALTECO',MATUTINA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.8,
6519,6600,09-01-3051-46,09-01-3998-46,INSTITUTO PRIVADO MIXTO 'JACQUES COSTEAU',INSTITUTO PRIVADO MIXTO 'JACQUES COUSTEAU',DOBLE,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.8,
10780,10851,18-04-0377-46,18-04-3275-46,"INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""","INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA ""DR. PEDRO MOLINA""",VESPERTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.8,
5780,5785,05-13-1917-46,05-13-2515-46,INSTITUTO DE COMPUTACION INFORMATICA ICI.,INSTITUTO DE COMPUTACION INFORMATICA ICI,MATUTINA,DOBLE,DIARIO(REGULAR),FIN DE SEMANA,98.8,
4676,4751,04-01-0113-46,04-01-0337-46,CENTRO DE ESTUDIOS TECNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),CENTRO DE ESTUDIOS TÉCNICOS Y AVANZADOS DE CHIMALTENANGO NO. 2 (C.E.T.A.CH. NO. 2),DOBLE,SIN JORNADA,DIARIO(REGULAR),SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),98.8,
293,294,00-01-0641-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,MATUTINA,MATUTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
10902,10903,19-01-0082-46,19-01-0083-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JN,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JV,NOCTURNA,VESPERTINA,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
294,298,00-01-0642-46,00-01-0646-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,MATUTINA,DOBLE,DIARIO(REGULAR),DIARIO(REGULAR),98.7,
291,294,00-01-0639-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,DOBLE,MATUTINA,FIN DE SEMANA,DIARIO(REGULAR),98.7,
